name,serving_size,calories,total_fat,saturated_fat,cholesterol_mg,carbohydrate,fiber,sugars,keywords
"Puddings, prepared with 2% milk, instant, dry mix, chocolate",100,105,1.9,1.1,6,18.89,0.4,0,"['Puddings', 'Prepared With 2% Milk', 'Instant', 'Dry Mix', 'Chocolate']"
"Soybeans, with salt, steamed, cooked, sprouted, mature seeds",100,81,4.5,0.6,0,6.53,0.8,0.43,"['Soybeans', 'With Salt', 'Steamed', 'Cooked', 'Sprouted', 'Mature Seeds']"
"Puddings, prepared with whole milk, instant, dry mix, banana",100,115,2.8,1.6,9,19.76,0.0,17.38,"['Puddings', 'Prepared With Whole Milk', 'Instant', 'Dry Mix', 'Banana']"
"Chicken, fried, cooked, meat only, thigh, broilers or fryers",100,218,10,2.8,102,1.18,0.0,0,"['Chicken', 'Fried', 'Cooked', 'Meat Only', 'Thigh', 'Broilers Or Fryers']"
"Peppers, without salt, drained, boiled, cooked, green, sweet",100,28,0.2,0,0,6.70,1.2,3.19,"['Peppers', 'Without Salt', 'Drained', 'Boiled', 'Cooked', 'Green', 'Sweet']"
"Shortening industrial, soybean (hydrogenated) and cottonseed",100,884,100,26,0,0.00,0.0,0.00,"['Shortening Industrial', 'Soybean (Hydrogenated) And Cottonseed']"
"Cookies, plain or honey (includes cinnamon), graham crackers",100,430,11,1.6,0,77.66,3.4,24.85,"['Cookies', 'Plain Or Honey (Includes Cinnamon)', 'Graham Crackers']"
"Rice, dry, enriched, precooked or instant, long-grain, white",100,380,0.9,0.2,0,82.32,1.9,0.05,"['Rice', 'Dry', 'Enriched', 'Precooked Or Instant', 'Long-Grain', 'White']"
"Grapefruit, solids and liquids, water pack, canned, sections",100,36,0.1,0,0,9.15,0.4,8.75,"['Grapefruit', 'Solids And Liquids', 'Water Pack', 'Canned', 'Sections']"
"Nuts, raw (liquid expressed from grated meat), coconut cream",100,330,35,31,0,6.65,2.2,0,"['Nuts', 'Raw (Liquid Expressed From Grated Meat)', 'Coconut Cream']"
"Cereals, dry, enriched, regular and quick, white, corn grits",100,370,1.8,0.3,0,79.09,4.6,0.57,"['Cereals', 'Dry', 'Enriched', 'Regular And Quick', 'White', 'Corn Grits']"
"Cereals ready-to-eat, Dulce De Leche CHEERIOS, GENERAL MILLS",100,378,5.7,1,0,82.00,7.3,20.89,"['Cereals Ready-To-Eat', 'Dulce De Leche Cheerios', 'General Mills']"
"Cereals ready-to-eat, APPLE CINNAMON CHEERIOS, GENERAL MILLS",100,386,6.1,1.1,0,79.90,7.3,34.20,"['Cereals Ready-To-Eat', 'Apple Cinnamon Cheerios', 'General Mills']"
"Wheat flour, calcium-fortified, enriched, all-purpose, white",100,364,1,0.2,0,76.31,2.7,0,"['Wheat Flour', 'Calcium-Fortified', 'Enriched', 'All-Purpose', 'White']"
"Frostings, prepared with margarine, dry mix, creamy, vanilla",100,413,13,1.7,0,74.28,0.1,0,"['Frostings', 'Prepared With Margarine', 'Dry Mix', 'Creamy', 'Vanilla']"
"Cookies, reduced fat, with creme filling, chocolate sandwich",100,436,13,2.9,0,76.17,2.9,41.18,"['Cookies', 'Reduced Fat', 'With Creme Filling', 'Chocolate Sandwich']"
"Restaurant, spaghetti with pomodoro sauce (no meat), Italian",100,104,1.9,0.4,0,17.77,1.7,1.82,"['Restaurant', 'Spaghetti With Pomodoro Sauce (No Meat)', 'Italian']"
"Cereals ready-to-eat, RAISIN BRAN CRUNCH, KELLOGG'S, KELLOGG",100,354,1.8,0.4,0,84.90,8.0,35.20,"['Cereals Ready-To-Eat', 'Raisin Bran Crunch', ""Kellogg'S"", 'Kellogg']"
"CAMPBELL'S CHUNKY Soups, Hearty Chicken with Vegetables Soup",100,45,0.8,0.2,6,6.94,1.2,1.22,"[""Campbell'S Chunky Soups"", 'Hearty Chicken With Vegetables Soup']"
"HOT POCKETS, frozen, meatballs & mozzarella stuffed sandwich",100,253,10,4,20,30.45,2.2,7.73,"['Hot Pockets', 'Frozen', 'Meatballs & Mozzarella Stuffed Sandwich']"
"Squash, with salt, boiled, cooked, frozen, butternut, winter",100,39,0.1,0,0,10.04,0,0,"['Squash', 'With Salt', 'Boiled', 'Cooked', 'Frozen', 'Butternut', 'Winter']"
"Beef, braised, cooked, spleen, variety meats and by-products",100,145,4.2,1.4,347,0.00,0.0,0,"['Beef', 'Braised', 'Cooked', 'Spleen', 'Variety Meats And By-Products']"
"Beef, braised, cooked, thymus, variety meats and by-products",100,319,25,8.6,294,0.00,0.0,0,"['Beef', 'Braised', 'Cooked', 'Thymus', 'Variety Meats And By-Products']"
"Cereals ready-to-eat, RAISIN VINEYARD, KASHI ORGANIC PROMISE",100,342,0.8,0.1,0,79.90,5.0,23.39,"['Cereals Ready-To-Eat', 'Raisin Vineyard', 'Kashi Organic Promise']"
"Candies, TWIX chocolate fudge cookie bars, MARS SNACKFOOD US",100,550,33,5,6,56.00,3.0,53.00,"['Candies', 'Twix Chocolate Fudge Cookie Bars', 'Mars Snackfood Us']"
"Lamb, soaked and fried, cooked, liver, imported, New Zealand",100,168,6.6,2,566,1.48,0.0,0.00,"['Lamb', 'Soaked And Fried', 'Cooked', 'Liver', 'Imported', 'New Zealand']"
"Snacks, cheese-flavor, puffs or twists, extruded, corn-based",100,560,36,5.4,7,53.53,1.4,3.19,"['Snacks', 'Cheese-Flavor', 'Puffs Or Twists', 'Extruded', 'Corn-Based']"
"Cereals, dry, maple and brown sugar, Instant Oatmeal, QUAKER",100,368,4.6,0.8,0,76.91,7.2,30.02,"['Cereals', 'Dry', 'Maple And Brown Sugar', 'Instant Oatmeal', 'Quaker']"
"DIGIORNO Pizza, baked, frozen, rising crust, supreme topping",100,255,11,4,19,27.93,2.3,4.71,"['Digiorno Pizza', 'Baked', 'Frozen', 'Rising Crust', 'Supreme Topping']"
"Beans, solids and liquids, canned, mature seeds, red, kidney",100,81,0.4,0.1,0,14.83,4.3,1.85,"['Beans', 'Solids And Liquids', 'Canned', 'Mature Seeds', 'Red', 'Kidney']"
"Pokeberry shoots, with salt, drained, boiled, cooked, (poke)",100,20,0.4,0,0,3.10,1.5,1.60,"['Pokeberry Shoots', 'With Salt', 'Drained', 'Boiled', 'Cooked', '(Poke)']"
"Pickles, sweet (includes bread and butter pickles), cucumber",100,91,0.4,0.1,0,21.15,1.0,18.27,"['Pickles', 'Sweet (Includes Bread And Butter Pickles)', 'Cucumber']"
"Biscuits, lower fat, refrigerated dough, plain or buttermilk",100,270,7.8,3.1,0,43.70,2.0,7.18,"['Biscuits', 'Lower Fat', 'Refrigerated Dough', 'Plain Or Buttermilk']"
"Brussels sprouts, with salt, drained, boiled, cooked, frozen",100,42,0.4,0.1,0,8.32,4.1,2.08,"['Brussels Sprouts', 'With Salt', 'Drained', 'Boiled', 'Cooked', 'Frozen']"
"Broccoli, with salt, drained, boiled, cooked, spears, frozen",100,28,0.1,0,0,5.35,3.0,1.44,"['Broccoli', 'With Salt', 'Drained', 'Boiled', 'Cooked', 'Spears', 'Frozen']"
"Onions, without salt, drained, boiled, cooked, whole, frozen",100,28,0.1,0,0,6.70,1.4,2.90,"['Onions', 'Without Salt', 'Drained', 'Boiled', 'Cooked', 'Whole', 'Frozen']"
"MARY'S GONE CRACKERS, Organic Gluten Free, Original Crackers",100,446,16,0,0,64.29,16.2,1.00,"[""Mary'S Gone Crackers"", 'Organic Gluten Free', 'Original Crackers']"
"Beef, simmered, cooked, tripe, variety meats and by-products",100,94,4.1,1.4,157,1.99,0.0,0.00,"['Beef', 'Simmered', 'Cooked', 'Tripe', 'Variety Meats And By-Products']"
"Babyfood, junior, with applesauce and bananas, mixed, cereal",100,83,0.4,0.1,0,18.40,1.2,7.79,"['Babyfood', 'Junior', 'With Applesauce And Bananas', 'Mixed', 'Cereal']"
"Fast Foods, meat and skin and breading, Thigh, Fried Chicken",100,274,18,4.8,106,8.68,0.1,0.00,"['Fast Foods', 'Meat And Skin And Breading', 'Thigh', 'Fried Chicken']"
"KELLOGG'S, Frosted Confetti Cake Toaster Pastries, POP-TARTS",100,375,7.4,2.5,0,73.00,1.3,29.30,"[""Kellogg'S"", 'Frosted Confetti Cake Toaster Pastries', 'Pop-Tarts']"
"KELLOGG'S, Frosted Cinnamon Roll Toaster Pastries, POP-TARTS",100,416,14,4.6,0,67.80,1.4,26.20,"[""Kellogg'S"", 'Frosted Cinnamon Roll Toaster Pastries', 'Pop-Tarts']"
"KELLOGG'S, Frosted Apple Strudel Toaster Pastries, POP-TARTS",100,395,11,3.5,0,70.50,1.5,28.00,"[""Kellogg'S"", 'Frosted Apple Strudel Toaster Pastries', 'Pop-Tarts']"
"Margarine-like spread with yogurt, with salt, stick, 70% fat",100,630,70,13,0,0.50,0.0,0.00,"['Margarine-Like Spread With Yogurt', 'With Salt', 'Stick', '70% Fat']"
"Beef, broiled, cooked, patty, 95% lean meat / 5% fat, ground",100,174,6.8,3,88,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'Patty', '95% Lean Meat / 5% Fat', 'Ground']"
"Cheese, large or small curd, dry, uncreamed, nonfat, cottage",100,72,0.3,0.2,7,6.66,0.0,1.85,"['Cheese', 'Large Or Small Curd', 'Dry', 'Uncreamed', 'Nonfat', 'Cottage']"
"Nuts, with salt added, with peanuts, oil roasted, mixed nuts",100,607,54,8.7,0,21.05,7.0,4.15,"['Nuts', 'With Salt Added', 'With Peanuts', 'Oil Roasted', 'Mixed Nuts']"
"Nuts, with salt added, with peanuts, dry roasted, mixed nuts",100,594,51,6.5,0,25.35,9.0,4.80,"['Nuts', 'With Salt Added', 'With Peanuts', 'Dry Roasted', 'Mixed Nuts']"
"Cereals, dry, Creamy TRULY VANILLA, KASHI GO LEAN Hot Cereal",100,360,5.3,0.9,1,61.09,18.5,14.80,"['Cereals', 'Dry', 'Creamy Truly Vanilla', 'Kashi Go Lean Hot Cereal']"
"Crackers, with cheese filling, sandwich, standard snack-type",100,477,21,6.1,2,61.70,1.9,3.18,"['Crackers', 'With Cheese Filling', 'Sandwich', 'Standard Snack-Type']"
"KEEBLER, Sandies Shortbread Cookies, 100 Calorie RIGHT BITES",100,468,17,6.8,8,73.90,1.4,25.80,"['Keebler', 'Sandies Shortbread Cookies', '100 Calorie Right Bites']"
"MORNINGSTAR FARMS Breakfast Bacon Strips, unprepared, frozen",100,346,27,4.2,2,14.30,5.1,0.80,"['Morningstar Farms Breakfast Bacon Strips', 'Unprepared', 'Frozen']"
"Veal, braised, cooked, tongue, variety meats and by-products",100,202,10,4.4,238,0.00,0.0,0,"['Veal', 'Braised', 'Cooked', 'Tongue', 'Variety Meats And By-Products']"
"Lamb, braised, cooked, tongue, variety meats and by-products",100,275,20,7.8,189,0.00,0.0,0,"['Lamb', 'Braised', 'Cooked', 'Tongue', 'Variety Meats And By-Products']"
"Elk, raw (Shoshone Bannock), eye of round, roast, free range",100,98,2.1,0.8,0,0.00,0.0,0.00,"['Elk', 'Raw (Shoshone Bannock)', 'Eye Of Round', 'Roast', 'Free Range']"
"Buffalo, raw (Shoshone Bannock), top round steak, free range",100,97,1.3,0.4,0,0.00,0,0,"['Buffalo', 'Raw (Shoshone Bannock)', 'Top Round Steak', 'Free Range']"
"Beverages, bottled, Cranberry-Apple Juice Drink, OCEAN SPRAY",100,56,0,0,0,13.68,0.6,13.12,"['Beverages', 'Bottled', 'Cranberry-Apple Juice Drink', 'Ocean Spray']"
"Chicken, roasted, cooked, meat only, leg, broilers or fryers",100,174,7.8,2.1,128,0.00,0.0,0.00,"['Chicken', 'Roasted', 'Cooked', 'Meat Only', 'Leg', 'Broilers Or Fryers']"
"Beverages, prepared with distilled water, brewed, black, tea",100,1,0,0,0,0.30,0.0,0,"['Beverages', 'Prepared With Distilled Water', 'Brewed', 'Black', 'Tea']"
"GENERAL MILLS, dry, BETTY CROCKER SUPERMOIST Yellow Cake Mix",100,413,8.1,2.3,0,81.30,0,43.90,"['General Mills', 'Dry', 'Betty Crocker Supermoist Yellow Cake Mix']"
"Fast foods, and sausage, cheese, with egg, breakfast burrito",100,277,16,6.4,137,22.97,1.2,2.57,"['Fast Foods', 'And Sausage', 'Cheese', 'With Egg', 'Breakfast Burrito']"
"Potatoes, whole milk and butter added, home-prepared, mashed",100,113,4.2,2.6,11,16.81,1.5,1.43,"['Potatoes', 'Whole Milk And Butter Added', 'Home-Prepared', 'Mashed']"
"Mushrooms, grilled, exposed to ultraviolet light, portabella",100,29,0.6,0,0,4.44,2.2,2.26,"['Mushrooms', 'Grilled', 'Exposed To Ultraviolet Light', 'Portabella']"
"Puddings, prepared with whole milk, regular, dry mix, banana",100,111,2.9,1.6,9,18.44,0.0,15.98,"['Puddings', 'Prepared With Whole Milk', 'Regular', 'Dry Mix', 'Banana']"
"Sauce, low sodium, ready-to-serve, spaghetti/marinara, pasta",100,51,1.5,0.2,2,8.06,1.8,5.50,"['Sauce', 'Low Sodium', 'Ready-To-Serve', 'Spaghetti/Marinara', 'Pasta']"
"Fish, dry heat, cooked, flatfish (flounder and sole species)",100,86,2.4,0.5,56,0.00,0.0,0.00,"['Fish', 'Dry Heat', 'Cooked', 'Flatfish (Flounder And Sole Species)']"
"Salami, 50% less sodium, sliced, dry, pork and beef, Italian",100,350,26,9.8,89,6.40,0.0,0.00,"['Salami', '50% Less Sodium', 'Sliced', 'Dry', 'Pork And Beef', 'Italian']"
"Cereals ready-to-eat, Cinnamon Burst CHEERIOS, GENERAL MILLS",100,375,6.1,0.7,0,83.20,9.4,28.10,"['Cereals Ready-To-Eat', 'Cinnamon Burst Cheerios', 'General Mills']"
"Restaurant, from kids' menu, macaroni & cheese, family style",100,151,6.1,2.1,10,18.80,1.1,3.09,"['Restaurant', ""From Kids' Menu"", 'Macaroni & Cheese', 'Family Style']"
"Chicken, stewed, cooked, meat only, wing, broilers or fryers",100,181,7.2,2,74,0.00,0.0,0.00,"['Chicken', 'Stewed', 'Cooked', 'Meat Only', 'Wing', 'Broilers Or Fryers']"
"Beef, broiled, cooked, patty, 97% lean meat / 3% fat, ground",100,153,4.5,2.2,88,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'Patty', '97% Lean Meat / 3% Fat', 'Ground']"
"Beef, broiled, cooked, patty, 93% lean meat / 7% fat, ground",100,193,8.9,3.7,88,0.00,0.0,0.00,"['Beef', 'Broiled', 'Cooked', 'Patty', '93% Lean Meat / 7% Fat', 'Ground']"
"Grapefruit, solids and liquids, juice pack, canned, sections",100,37,0.1,0,0,9.21,0.4,8.80,"['Grapefruit', 'Solids And Liquids', 'Juice Pack', 'Canned', 'Sections']"
"Nuts, without salt added, dry roasted, hazelnuts or filberts",100,646,62,4.5,0,17.60,9.4,4.89,"['Nuts', 'Without Salt Added', 'Dry Roasted', 'Hazelnuts Or Filberts']"
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Blueberry, KELLOGG",100,363,1.5,0.4,0,86.30,8.6,26.70,"['Cereals Ready-To-Eat', ""Kellogg'S Special K Blueberry"", 'Kellogg']"
"MORNINGSTAR FARMS Mediterranean Chickpea, unprepared, frozen",100,200,6.5,0.9,1,19.80,10.1,1.10,"['Morningstar Farms Mediterranean Chickpea', 'Unprepared', 'Frozen']"
"Fish, raw (may have been previously frozen), Alaska, pollock",100,56,0.4,0.1,46,0.00,0.0,0.00,"['Fish', 'Raw (May Have Been Previously Frozen)', 'Alaska', 'Pollock']"
"CARRABBA'S ITALIAN GRILL, cheese ravioli with marinara sauce",100,156,6,2.8,30,17.62,1.4,4.15,"[""Carrabba'S Italian Grill"", 'Cheese Ravioli With Marinara Sauce']"
"Puddings, prepared with 2% milk, regular, dry mix, chocolate",100,111,2.1,1.3,7,19.76,0.8,11.85,"['Puddings', 'Prepared With 2% Milk', 'Regular', 'Dry Mix', 'Chocolate']"
"Tofu, prepared with calcium sulfate, dried-frozen (koyadofu)",100,470,30,4.4,0,8.30,1.2,0,"['Tofu', 'Prepared With Calcium Sulfate', 'Dried-Frozen (Koyadofu)']"
"Beef, raw, separable lean only, flank, imported, New Zealand",100,142,6.7,2.3,49,0.00,0.0,0.00,"['Beef', 'Raw', 'Separable Lean Only', 'Flank', 'Imported', 'New Zealand']"
"Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolatey Delight",100,381,7.3,6.3,0,81.20,10.6,29.90,"['Cereals Ready-To-Eat', ""Kellogg'S Special K Chocolatey Delight""]"
"Veal, roasted, cooked, separable lean and fat, arm, shoulder",100,183,8.3,3.5,108,0.00,0.0,0,"['Veal', 'Roasted', 'Cooked', 'Separable Lean And Fat', 'Arm', 'Shoulder']"
"Veal, braised, cooked, separable lean and fat, arm, shoulder",100,236,10,4,148,0.00,0.0,0,"['Veal', 'Braised', 'Cooked', 'Separable Lean And Fat', 'Arm', 'Shoulder']"
"Beef, simmered, cooked, heart, variety meats and by-products",100,165,4.7,1.4,212,0.15,0.0,0.00,"['Beef', 'Simmered', 'Cooked', 'Heart', 'Variety Meats And By-Products']"
"Beef, simmered, cooked, brain, variety meats and by-products",100,151,11,2.4,3100,1.48,0.0,0.00,"['Beef', 'Simmered', 'Cooked', 'Brain', 'Variety Meats And By-Products']"
"Soup, ready-to-serve, canned, reduced sodium, chicken noodle",100,41,1.3,0.4,4,3.84,0.8,0.34,"['Soup', 'Ready-To-Serve', 'Canned', 'Reduced Sodium', 'Chicken Noodle']"
"Milk, with added vitamin A and vitamin D, 2% fat, evaporated",100,107,2,1.2,0,15.74,0.0,6.67,"['Milk', 'With Added Vitamin A And Vitamin D', '2% Fat', 'Evaporated']"
"Turkey, roasted, cooked, meat and skin, dark meat from whole",100,206,10,2.9,134,0.07,0.0,0.00,"['Turkey', 'Roasted', 'Cooked', 'Meat And Skin', 'Dark Meat From Whole']"
"Peas and carrots, with salt, drained, boiled, cooked, frozen",100,48,0.4,0.1,0,10.12,3.1,4.36,"['Peas And Carrots', 'With Salt', 'Drained', 'Boiled', 'Cooked', 'Frozen']"
"Soup, prepared with equal volume milk, canned, tomato bisque",100,79,2.6,1.3,9,11.73,0.2,0,"['Soup', 'Prepared With Equal Volume Milk', 'Canned', 'Tomato Bisque']"
"Cookie, and chocolate coating, coconut, vanilla with caramel",100,489,26,18,2,64.10,4.4,35.80,"['Cookie', 'And Chocolate Coating', 'Coconut', 'Vanilla With Caramel']"
"Cereals, high fiber, Cinnamon Swirl, Instant Oatmeal, QUAKER",100,366,4.8,0.9,0,75.67,22.3,14.70,"['Cereals', 'High Fiber', 'Cinnamon Swirl', 'Instant Oatmeal', 'Quaker']"
"Fast Foods, Skin and breading from all pieces, Fried Chicken",100,398,29,7.9,82,19.56,0.3,0.00,"['Fast Foods', 'Skin And Breading From All Pieces', 'Fried Chicken']"
"Beverages, frozen, concentrated, non-alcoholic, Cocktail mix",100,287,0,0,0,71.60,0.0,24.53,"['Beverages', 'Frozen', 'Concentrated', 'Non-Alcoholic', 'Cocktail Mix']"
"Pork, unheated, extra lean and regular, boneless, ham, cured",100,162,8.4,2.7,53,2.28,0.0,0.00,"['Pork', 'Unheated', 'Extra Lean And Regular', 'Boneless', 'Ham', 'Cured']"
"CAMPBELL'S Red and White, condensed, Cream of Asparagus Soup",100,89,5.7,1.6,4,7.26,2.4,1.61,"[""Campbell'S Red And White"", 'Condensed', 'Cream Of Asparagus Soup']"
"Babyfood, prepared with whole milk, with honey, rice, cereal",100,115,3.3,0,0,17.10,0,0,"['Babyfood', 'Prepared With Whole Milk', 'With Honey', 'Rice', 'Cereal']"
"Potsticker or wonton, unprepared, frozen, pork and vegetable",100,136,5.5,1.7,17,13.28,1.4,2.76,"['Potsticker Or Wonton', 'Unprepared', 'Frozen', 'Pork And Vegetable']"
"Cowpeas, without salt, boiled, cooked, mature seeds, catjang",100,117,0.7,0.2,0,20.32,3.6,0,"['Cowpeas', 'Without Salt', 'Boiled', 'Cooked', 'Mature Seeds', 'Catjang']"
"Turkey, roasted, cooked, meat and skin, breast, retail parts",100,164,5.3,1.7,79,0.05,0.0,0.00,"['Turkey', 'Roasted', 'Cooked', 'Meat And Skin', 'Breast', 'Retail Parts']"
"Fish, batter-dipped and fried, cooked, mixed species, shark",100,228,14,3.2,59,6.39,0.0,0,"['Fish', 'Batter-Dipped And Fried', 'Cooked', 'Mixed Species', 'Shark']"
"Apricots, solids and liquids, with skin, water pack, canned",100,27,0.2,0,0,6.39,1.6,4.79,"['Apricots', 'Solids And Liquids', 'With Skin', 'Water Pack', 'Canned']"
"Apricots, solids and liquids, with skin, juice pack, canned",100,48,0,0,0,12.34,1.6,10.74,"['Apricots', 'Solids And Liquids', 'With Skin', 'Juice Pack', 'Canned']"
"Margarine-like, without salt, 20% fat, vegetable oil spread",100,175,20,2.9,0,0.40,0.0,0.00,"['Margarine-Like', 'Without Salt', '20% Fat', 'Vegetable Oil Spread']"
"Beverages, Hi-C Flashin' Fruit Punch, The COCA-COLA company",100,45,0,0,0,12.50,0.0,12.50,"['Beverages', ""Hi-C Flashin' Fruit Punch"", 'The Coca-Cola Company']"
"KELLOGG'S, Frosted Orange Cream Toaster Pastries, POP-TARTS",100,401,12,3.9,2,70.60,1.1,31.80,"[""Kellogg'S"", 'Frosted Orange Cream Toaster Pastries', 'Pop-Tarts']"
"KELLOGG'S, Frosted Spring Berry Toaster Pastries, POP-TARTS",100,390,9.6,3.1,0,72.30,1.3,31.30,"[""Kellogg'S"", 'Frosted Spring Berry Toaster Pastries', 'Pop-Tarts']"
"KELLOGG'S, Frosted Sugar Cookie Toaster Pastries, POP-TARTS",100,393,11,3.5,0,70.20,1.3,27.50,"[""Kellogg'S"", 'Frosted Sugar Cookie Toaster Pastries', 'Pop-Tarts']"
"Oil, all purpose, soy ( partially hydrogenated), industrial",100,884,100,25,0,0.00,0.0,0.00,"['Oil', 'All Purpose', 'Soy ( Partially Hydrogenated)', 'Industrial']"
"Fast foods, with cone, soft-serve ice cream, light, vanilla",100,163,4.9,2.5,15,26.36,0.1,19.49,"['Fast Foods', 'With Cone', 'Soft-Serve Ice Cream', 'Light', 'Vanilla']"
"Pork, raw, separable lean only, arm picnic, shoulder, fresh",100,120,3.8,1.2,62,0.00,0.0,0.00,"['Pork', 'Raw', 'Separable Lean Only', 'Arm Picnic', 'Shoulder', 'Fresh']"
"Snacks, French onion flavor, multigrain, SUNCHIPS, FRITOLAY",100,496,22,2.5,0,65.49,7.8,8.82,"['Snacks', 'French Onion Flavor', 'Multigrain', 'Sunchips', 'Fritolay']"
"CAMPBELL'S Red and White, condensed, Chicken NOODLEO's Soup",100,71,2,0.8,16,11.90,0.8,1.59,"[""Campbell'S Red And White"", 'Condensed', ""Chicken Noodleo'S Soup""]"
"Plums, solids and liquids, light syrup pack, purple, canned",100,63,0.1,0,0,16.28,0.9,15.35,"['Plums', 'Solids And Liquids', 'Light Syrup Pack', 'Purple', 'Canned']"
"Plums, solids and liquids, heavy syrup pack, purple, canned",100,89,0.1,0,0,23.24,0.9,22.31,"['Plums', 'Solids And Liquids', 'Heavy Syrup Pack', 'Purple', 'Canned']"
"Fish, brined (Alaska Native), smoked, chinook, king, salmon",100,430,30,7,107,0.00,0.0,0,"['Fish', 'Brined (Alaska Native)', 'Smoked', 'Chinook', 'King', 'Salmon']"
"Chicken, fried, cooked, meat only, back, broilers or fryers",100,288,15,4.1,93,5.68,0.0,0,"['Chicken', 'Fried', 'Cooked', 'Meat Only', 'Back', 'Broilers Or Fryers']"
"Beans, with salt, boiled, cooked, mature seeds, red, kidney",100,127,0.5,0.1,0,22.80,7.4,0.32,"['Beans', 'With Salt', 'Boiled', 'Cooked', 'Mature Seeds', 'Red', 'Kidney']"
"Fast foods, and sausage, cheese, egg, griddle cake sandwich",100,291,18,5.6,132,22.04,0.6,7.90,"['Fast Foods', 'And Sausage', 'Cheese', 'Egg', 'Griddle Cake Sandwich']"
"Pork, raw, separable lean only, rump half, leg (ham), fresh",100,120,2.9,0.9,62,0.00,0.0,0.00,"['Pork', 'Raw', 'Separable Lean Only', 'Rump Half', 'Leg (Ham)', 'Fresh']"
"Beef, braised, cooked, lungs, variety meats and by-products",100,120,3.7,1.3,277,0.00,0.0,0,"['Beef', 'Braised', 'Cooked', 'Lungs', 'Variety Meats And By-Products']"
"Beef, braised, cooked, liver, variety meats and by-products",100,191,5.3,2.9,396,5.13,0.0,0.00,"['Beef', 'Braised', 'Cooked', 'Liver', 'Variety Meats And By-Products']"
"Sausage, with cheddar cheese, sticks, pork and beef, summer",100,426,38,10,89,1.82,0.2,0.12,"['Sausage', 'With Cheddar Cheese', 'Sticks', 'Pork And Beef', 'Summer']"
"Fast foods, with condiments, single patty, large, hamburger",100,256,12,4.8,40,22.14,1.1,3.67,"['Fast Foods', 'With Condiments', 'Single Patty', 'Large', 'Hamburger']"
"PREGO Pasta, ready-to-serve, Organic Mushroom Italian Sauce",100,72,2.4,0.4,0,10.40,3.2,7.20,"['Prego Pasta', 'Ready-To-Serve', 'Organic Mushroom Italian Sauce']"
